Date,Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Avg. Order Value,Revenue
20170627,Direct,"147,287","60,664","176,218",20.45%,5.2,0:05:39,2.64%,"4,658",R$702.52,"R$3,272,331.88"
20170627,Display,"14,038","3,709","18,926",31.12%,3.73,0:03:00,0.62%,117,R$657.89,"R$76,973.04"
20170627,Email,7,5,7,42.86%,1.86,0:00:28,0.00%,0,R$0.00,R$0.00
20170627,Organic Search,"104,517","44,324","125,993",17.03%,6.04,0:06:26,2.37%,"2,991",R$715.00,"R$2,138,571.37"
20170627,Paid Search,"74,907","30,734","101,162",18.78%,5.26,0:06:32,2.95%,"2,988",R$832.21,"R$2,486,657.45"
20170627,Referral,"31,961","11,604","38,578",19.17%,5.06,0:05:21,3.29%,"1,271",R$815.89,"R$1,036,993.96"
20170627,Social,"1,887","1,324","1,998",16.42%,4.19,0:02:20,0.30%,6,R$668.28,"R$4,009.67"
20170628,(Other),"19,593","4,699","22,510",16.97%,5.55,0:04:42,1.26%,284,R$627.72,"R$178,271.14"
20170628,Direct,"142,937","59,365","172,372",21.63%,5.08,0:05:31,2.47%,"4,250",R$711.32,"R$3,023,118.59"
20170628,Display,"11,871","3,107","16,097",30.89%,3.76,0:03:10,0.64%,103,R$658.14,"R$67,788.70"
20170628,Email,3,1,3,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170628,Organic Search,"102,022","41,832","123,396",16.59%,5.97,0:06:50,2.65%,"3,265",R$726.47,"R$2,371,929.15"
20170628,Paid Search,"53,016","21,561","70,035",17.87%,5.36,0:06:41,3.14%,"2,201",R$855.81,"R$1,883,633.97"
20170628,Referral,"31,140","11,292","37,990",19.98%,5.03,0:05:12,3.03%,"1,151",R$773.63,"R$890,450.48"
20170628,Social,"1,959","1,375","2,054",20.79%,3.8,0:02:07,0.29%,6,R$832.61,"R$4,995.66"
20170629,(Other),"18,778","5,137","21,946",21.17%,4.57,0:04:11,0.83%,182,R$740.10,"R$134,697.80"
20170629,Direct,"133,638","54,430","159,624",22.30%,4.84,0:05:22,2.20%,"3,519",R$746.91,"R$2,628,366.34"
20170629,Display,"9,400","2,599","13,355",34.92%,3.52,0:02:54,0.53%,71,R$788.62,"R$55,992.15"
20170629,Email,2,1,3,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170629,Organic Search,"96,662","39,386","116,150",16.11%,5.86,0:06:47,2.45%,"2,840",R$736.63,"R$2,092,019.69"
20170629,Paid Search,"40,571","15,613","54,460",17.03%,5.2,0:06:36,2.66%,"1,448",R$847.12,"R$1,226,623.62"
20170629,Referral,"28,641","10,030","35,404",19.53%,5.07,0:05:28,2.62%,926,R$892.04,"R$826,029.27"
20170629,Social,"1,931","1,106","2,029",30.21%,3.57,0:02:39,0.15%,3,R$610.73,"R$1,832.20"
20170630,(Other),"12,630","2,675","14,588",20.36%,5.3,0:04:26,1.14%,166,R$716.20,"R$118,888.95"
20170630,Direct,"124,879","51,433","150,453",22.75%,4.91,0:05:16,2.22%,"3,347",R$730.67,"R$2,445,557.53"
20170630,Display,"9,570","3,009","13,552",33.66%,3.66,0:02:45,0.51%,69,R$636.24,"R$43,900.87"
20170630,Email,6,2,7,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170630,Organic Search,"86,993","34,176","105,256",15.77%,6.05,0:06:44,2.51%,"2,642",R$735.53,"R$1,943,282.87"
20170630,Paid Search,"41,245","15,867","54,068",18.53%,5.24,0:06:37,2.87%,"1,552",R$871.46,"R$1,352,500.21"
20170630,Referral,"25,664","8,788","31,422",18.30%,5.27,0:05:27,2.92%,916,R$847.34,"R$776,161.90"
20170630,Social,854,498,930,22.90%,4.47,0:03:21,0.54%,5,R$645.66,"R$3,228.30"
20170701,(Other),"33,205","9,434","38,464",15.48%,5.54,0:04:23,1.08%,414,R$570.23,"R$236,075.58"
20170701,Direct,"116,305","49,870","135,541",22.40%,5.32,0:05:15,2.51%,"3,397",R$636.00,"R$2,160,505.76"
20170701,Display,"8,247","3,014","11,631",30.92%,3.74,0:02:41,0.55%,64,R$573.65,"R$36,713.50"
20170701,Organic Search,"73,565","28,278","88,707",14.14%,6.7,0:07:33,3.51%,"3,116",R$673.09,"R$2,097,340.56"
20170701,Paid Search,"20,949","8,685","26,418",29.75%,4.83,0:06:07,2.70%,712,R$891.05,"R$634,424.06"
20170701,Referral,"23,218","7,245","28,677",15.21%,6.13,0:06:15,3.88%,"1,112",R$731.35,"R$813,264.33"
20170701,Social,529,268,581,18.93%,4.7,0:04:12,0.69%,4,R$229.43,R$917.72
20170702,(Other),"10,934","2,480","13,013",21.44%,5.44,0:05:09,1.96%,255,R$675.32,"R$172,207.78"
20170702,Direct,"118,178","50,389","141,522",21.45%,5.7,0:05:53,3.41%,"4,826",R$648.06,"R$3,127,558.77"
20170702,Display,"7,048","2,562","10,095",30.08%,4.06,0:02:59,1.01%,102,R$712.88,"R$72,714.22"
20170702,Organic Search,"76,981","29,885","93,040",14.17%,6.85,0:07:47,3.82%,"3,556",R$715.78,"R$2,545,320.00"
20170702,Paid Search,"37,739","19,524","49,080",28.65%,4.9,0:06:33,2.97%,"1,457",R$815.91,"R$1,188,781.71"
20170702,Referral,"26,490","8,439","32,755",14.04%,6.47,0:06:27,3.96%,"1,297",R$708.79,"R$919,306.66"
20170702,Social,563,278,629,18.12%,5.3,0:04:33,0.79%,5,R$865.35,"R$4,326.76"
20170703,(Other),"9,622","2,451","11,457",24.28%,4.78,0:04:54,1.24%,142,R$678.25,"R$96,311.74"
20170703,Direct,"147,039","57,660","178,253",20.94%,5.17,0:05:46,2.62%,"4,672",R$731.88,"R$3,419,345.16"
20170703,Display,"7,845","2,752","11,117",30.52%,3.8,0:02:50,0.59%,66,R$805.40,"R$53,156.40"
20170703,Email,4,3,4,50.00%,5,0:12:22,0.00%,0,R$0.00,R$0.00
20170703,Organic Search,"115,857","49,189","140,893",13.82%,6.19,0:07:41,3.17%,"4,465",R$771.84,"R$3,446,276.41"
20170703,Paid Search,"31,088","16,256","38,690",33.61%,4.07,0:05:06,1.30%,503,R$907.50,"R$456,473.76"
20170703,Referral,"32,599","10,870","40,570",15.78%,5.62,0:06:00,3.27%,"1,327",R$821.90,"R$1,090,667.82"
20170703,Social,614,324,694,24.78%,4.67,0:04:07,1.73%,12,"R$1,005.90","R$12,070.80"
20170704,(Other),"9,868","3,215","11,249",16.60%,5.62,0:04:37,1.02%,115,R$655.77,"R$75,413.23"
20170704,Direct,"141,926","54,860","171,621",20.33%,5.15,0:05:40,2.54%,"4,367",R$722.18,"R$3,153,759.54"
20170704,Display,"8,787","3,424","12,618",28.87%,3.9,0:02:47,0.71%,90,R$776.45,"R$69,880.53"
20170704,Email,3,2,3,33.33%,9,0:19:40,0.00%,0,R$0.00,R$0.00
20170704,Organic Search,"106,695","44,359","131,044",13.60%,6.15,0:07:43,3.36%,"4,403",R$749.35,"R$3,299,372.31"
20170704,Paid Search,"16,662","7,251","20,214",30.90%,4.4,0:05:18,1.41%,285,"R$1,132.03","R$322,628.73"
20170704,Referral,"33,960","12,187","41,371",16.78%,5.55,0:05:56,3.39%,"1,402",R$826.84,"R$1,159,232.80"
20170704,Social,519,264,589,23.77%,5.65,0:05:36,1.87%,11,R$699.65,"R$7,696.19"
20170705,(Other),"22,123","7,710","24,650",15.60%,5.58,0:04:24,0.84%,207,R$615.58,"R$127,425.76"
20170705,Direct,"150,087","56,920","180,587",19.60%,5.21,0:05:43,2.86%,"5,167",R$701.30,"R$3,623,641.16"
20170705,Display,"8,620","3,067","12,420",29.16%,3.92,0:02:53,0.63%,78,R$738.81,"R$57,626.95"
20170705,Email,3,0,4,75.00%,1.25,0:00:13,0.00%,0,R$0.00,R$0.00
20170705,Organic Search,"111,679","45,156","134,567",13.18%,6.35,0:08:00,3.85%,"5,184",R$741.09,"R$3,841,809.84"
20170705,Paid Search,"19,279","9,548","23,571",31.89%,4.39,0:05:16,1.35%,318,R$985.56,"R$313,407.34"
20170705,Referral,"31,433","10,091","38,928",15.00%,5.78,0:06:16,3.92%,"1,526",R$735.40,"R$1,122,220.86"
20170705,Social,473,222,546,23.08%,5,0:04:12,0.55%,3,"R$1,508.02","R$4,524.05"
20170706,(Other),"15,233","4,533","17,759",19.40%,4.96,0:04:10,0.80%,142,R$661.70,"R$93,961.37"
20170706,Direct,"142,826","54,518","171,959",20.13%,5.05,0:05:21,2.16%,"3,713",R$717.74,"R$2,664,962.95"
20170706,Display,"7,108","2,284","10,103",28.84%,3.9,0:03:05,0.60%,61,R$664.64,"R$40,542.75"
20170706,Email,12,3,15,73.33%,2.47,0:01:35,6.67%,1,R$235.01,R$235.01
20170706,Organic Search,"102,864","41,618","126,794",13.00%,6.13,0:07:30,3.07%,"3,895",R$794.96,"R$3,096,365.53"
20170706,Paid Search,"16,154","7,681","19,705",31.93%,4.18,0:04:54,1.12%,221,"R$1,139.50","R$251,829.80"
20170706,Referral,"28,505","8,774","35,599",15.51%,5.58,0:05:49,3.31%,"1,178",R$851.40,"R$1,002,954.71"
20170706,Social,425,194,504,29.37%,4.74,0:05:14,1.39%,7,R$556.75,"R$3,897.22"
20170707,(Other),"7,541","1,841","9,079",21.76%,5.24,0:04:44,1.31%,119,R$645.27,"R$76,787.49"
20170707,Direct,"143,435","54,774","171,447",18.89%,5.16,0:05:23,2.44%,"4,179",R$718.64,"R$3,003,187.31"
20170707,Display,"9,604","4,509","12,528",39.01%,3.36,0:02:28,0.61%,77,R$730.32,"R$56,234.45"
20170707,Email,2,0,2,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170707,Organic Search,"101,158","40,052","121,757",12.37%,6.2,0:07:18,3.28%,"3,990",R$748.06,"R$2,984,766.24"
20170707,Paid Search,"15,907","8,023","19,225",33.89%,4.07,0:04:38,1.01%,195,"R$1,098.15","R$214,139.58"
20170707,Referral,"27,754","8,358","34,031",14.07%,5.82,0:05:58,3.58%,"1,217",R$780.81,"R$950,251.13"
20170707,Social,811,277,873,20.62%,5.16,0:04:32,1.26%,11,R$486.26,"R$5,348.83"
20170708,(Other),"71,836","25,239","81,835",9.48%,6.28,0:04:41,0.96%,782,R$552.47,"R$432,030.18"
20170708,Direct,"150,444","62,126","179,882",16.37%,6.33,0:05:57,3.25%,"5,839",R$593.14,"R$3,463,356.21"
20170708,Display,"10,804","5,934","14,134",37.61%,3.72,0:02:41,0.92%,130,R$621.47,"R$80,791.72"
20170708,Organic Search,"82,736","31,836","100,678",11.28%,7.83,0:08:35,4.73%,"4,765",R$655.82,"R$3,124,985.31"
20170708,Paid Search,"11,580","5,521","14,401",30.37%,5.05,0:05:32,1.39%,200,R$867.63,"R$173,526.83"
20170708,Referral,"32,386","10,381","40,374",11.46%,7.08,0:06:51,4.67%,"1,886",R$664.23,"R$1,252,732.62"
20170708,Social,698,361,804,25.25%,5.51,0:05:00,1.24%,10,R$542.02,"R$5,420.24"
20170709,(Other),"34,772","11,325","40,111",13.78%,6.36,0:05:18,1.77%,708,R$579.46,"R$410,260.43"
20170709,Direct,"147,912","60,076","176,307",16.71%,6.7,0:06:39,4.64%,"8,173",R$589.10,"R$4,814,693.59"
20170709,Display,"10,154","5,382","13,523",36.09%,3.87,0:02:49,1.06%,143,R$616.14,"R$88,107.62"
20170709,Organic Search,"92,991","37,257","114,384",11.19%,7.85,0:08:55,5.66%,"6,479",R$643.49,"R$4,169,147.95"
20170709,Paid Search,"13,112","6,296","16,043",29.68%,5.11,0:05:39,1.66%,267,R$980.67,"R$261,840.22"
20170709,Referral,"36,205","11,586","44,762",11.49%,7.04,0:07:02,5.12%,"2,290",R$651.58,"R$1,492,112.17"
20170709,Social,777,417,871,23.88%,5.9,0:05:12,1.72%,15,R$535.17,"R$8,027.62"
20170710,(Other),"40,447","13,754","46,917",23.76%,4.42,0:03:51,0.71%,334,R$712.34,"R$237,921.12"
20170710,Direct,"185,179","77,513","218,422",24.02%,4.79,0:05:02,2.35%,"5,133",R$695.88,"R$3,571,968.29"
20170710,Display,"7,782","3,350","10,448",37.83%,3.61,0:02:49,0.75%,78,R$783.44,"R$61,107.95"
20170710,Email,1,0,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170710,Organic Search,"127,949","52,949","154,728",12.60%,6.2,0:07:26,3.42%,"5,289",R$743.56,"R$3,932,684.35"
20170710,Paid Search,"17,177","8,786","20,873",34.11%,4.07,0:04:40,0.97%,202,"R$1,066.25","R$215,381.62"
20170710,Referral,"33,706","10,240","41,671",14.68%,5.72,0:06:08,3.78%,"1,576",R$755.94,"R$1,191,364.22"
20170710,Social,890,491,967,24.51%,4.55,0:03:39,0.62%,6,R$445.72,"R$2,674.30"
20170711,(Other),"13,891","3,356","16,679",23.59%,4.75,0:04:23,1.15%,192,R$707.68,"R$135,874.86"
20170711,Direct,"149,747","62,102","177,266",21.51%,4.92,0:05:12,2.42%,"4,284",R$747.08,"R$3,200,506.26"
20170711,Display,"7,915","3,030","10,546",34.57%,3.61,0:02:44,0.79%,83,R$625.83,"R$51,943.99"
20170711,Email,3,0,7,14.29%,3.14,0:01:50,0.00%,0,R$0.00,R$0.00
20170711,Organic Search,"112,620","46,233","136,348",12.65%,6.15,0:07:24,3.25%,"4,429",R$779.47,"R$3,452,260.74"
20170711,Paid Search,"14,495","7,186","17,694",32.32%,4.18,0:04:43,0.96%,169,"R$1,308.21","R$221,087.95"
20170711,Referral,"29,573","9,405","36,827",14.05%,5.73,0:06:02,3.57%,"1,313",R$809.16,"R$1,062,426.58"
20170711,Social,708,384,800,32.38%,4.68,0:04:27,0.75%,6,R$611.07,"R$3,666.40"
20170712,(Other),"11,065","2,199","12,967",19.76%,5.2,0:04:27,1.29%,167,R$579.05,"R$96,700.97"
20170712,Direct,"144,955","60,523","173,317",21.78%,5,0:05:17,2.49%,"4,307",R$722.57,"R$3,112,112.94"
20170712,Display,"8,457","3,312","11,299",35.01%,3.62,0:02:46,0.71%,80,R$660.11,"R$52,808.65"
20170712,Email,6,2,9,55.56%,2.56,0:02:19,0.00%,0,R$0.00,R$0.00
20170712,Organic Search,"101,803","41,530","124,601",12.66%,6.17,0:07:32,3.49%,"4,346",R$763.58,"R$3,318,502.37"
20170712,Paid Search,"14,796","7,820","17,983",35.14%,4.02,0:04:34,0.90%,162,"R$1,076.06","R$174,321.77"
20170712,Referral,"31,160","9,892","38,334",13.70%,5.83,0:06:07,3.66%,"1,404",R$769.85,"R$1,080,869.89"
20170712,Social,537,285,608,32.89%,4.63,0:04:01,0.66%,4,R$534.86,"R$2,139.42"
20170713,(Other),"28,317","7,978","32,734",16.00%,5.28,0:04:04,0.90%,293,R$662.48,"R$194,106.12"
20170713,Direct,"145,474","59,378","173,544",20.40%,4.94,0:05:07,2.26%,"3,917",R$752.44,"R$2,947,296.65"
20170713,Display,"7,641","2,919","9,979",34.10%,3.53,0:02:41,0.53%,53,R$672.27,"R$35,630.42"
20170713,Email,2,0,5,20.00%,3.2,0:07:13,0.00%,0,R$0.00,R$0.00
20170713,Organic Search,"100,358","39,828","121,551",12.71%,6.11,0:07:20,3.19%,"3,878",R$750.31,"R$2,909,697.01"
20170713,Paid Search,"15,254","7,919","18,544",36.78%,3.99,0:04:21,0.82%,152,"R$1,049.63","R$159,543.94"
20170713,Referral,"31,344","9,711","38,362",13.89%,5.75,0:05:59,3.31%,"1,271",R$775.72,"R$985,937.37"
20170713,Social,496,242,561,29.23%,4.9,0:04:23,1.25%,7,R$889.99,"R$6,229.96"
20170714,(Other),"12,996","2,513","15,266",18.45%,5.63,0:04:44,1.35%,206,R$512.97,"R$105,671.92"
20170714,Direct,"141,974","58,601","170,357",20.57%,5.12,0:05:16,2.63%,"4,474",R$639.23,"R$2,859,909.48"
20170714,Display,"9,491","4,216","12,401",31.83%,3.7,0:02:39,0.66%,82,R$571.96,"R$46,900.71"
20170714,Email,4,1,4,50.00%,2.25,0:00:19,0.00%,0,R$0.00,R$0.00
20170714,Organic Search,"95,769","37,471","116,068",12.64%,6.36,0:07:37,3.72%,"4,320",R$675.15,"R$2,916,637.99"
20170714,Paid Search,"18,384","9,915","22,286",37.08%,3.99,0:04:26,0.92%,206,"R$1,039.99","R$214,237.38"
20170714,Referral,"27,701","8,230","34,174",14.29%,6.18,0:06:13,4.14%,"1,414",R$694.10,"R$981,463.69"
20170714,Social,485,231,580,27.59%,5.41,0:04:52,1.03%,6,R$650.53,"R$3,903.20"
20170715,(Other),"11,901","2,396","14,553",15.55%,5.98,0:05:02,1.83%,267,R$439.63,"R$117,381.83"
20170715,Direct,"129,505","57,922","155,282",19.39%,5.47,0:05:14,3.04%,"4,714",R$530.04,"R$2,498,594.68"
20170715,Display,"12,005","4,937","16,202",21.74%,4.74,0:03:04,0.91%,148,R$489.89,"R$72,503.62"
20170715,Organic Search,"71,873","27,667","89,800",12.47%,7.14,0:08:14,4.79%,"4,303",R$565.66,"R$2,434,034.60"
20170715,Paid Search,"17,362","9,611","21,553",36.53%,4.16,0:04:43,1.23%,266,R$782.10,"R$208,039.00"
20170715,Referral,"25,395","7,495","31,793",13.61%,6.95,0:06:47,4.91%,"1,561",R$556.19,"R$868,215.23"
20170715,Social,516,220,604,21.03%,6.42,0:04:57,0.50%,3,R$251.09,R$753.28
20170716,(Other),"6,267","1,078","7,744",18.71%,6.21,0:05:39,2.25%,174,R$518.52,"R$90,222.91"
20170716,Direct,"133,279","56,638","156,650",20.08%,5.66,0:05:40,3.38%,"5,302",R$568.19,"R$3,012,568.89"
20170716,Display,"12,298","5,141","16,562",24.02%,4.44,0:02:57,0.69%,114,R$563.43,"R$64,230.84"
20170716,Organic Search,"79,237","31,445","97,851",12.22%,7.02,0:08:09,4.72%,"4,621",R$618.47,"R$2,857,955.34"
20170716,Paid Search,"16,571","8,763","20,505",38.69%,4.07,0:04:45,1.07%,220,R$808.08,"R$177,777.36"
20170716,Referral,"27,253","8,479","34,121",13.12%,6.85,0:06:44,4.51%,"1,538",R$615.19,"R$946,166.04"
20170716,Social,502,239,568,23.42%,5.78,0:04:16,1.94%,11,R$594.45,"R$6,539.00"
20170717,(Other),"9,726","2,749","11,451",27.81%,4.62,0:04:20,1.14%,131,R$639.13,"R$83,725.50"
20170717,Direct,"163,026","63,607","197,334",18.07%,5,0:05:22,2.41%,"4,756",R$698.06,"R$3,319,972.04"
20170717,Display,"7,988","2,930","10,439",32.71%,3.77,0:03:01,0.71%,74,R$691.79,"R$51,192.78"
20170717,Email,1,0,2,0.00%,4.5,0:00:23,0.00%,0,R$0.00,R$0.00
20170717,Organic Search,"118,275","48,411","142,437",12.59%,6.14,0:07:27,3.24%,"4,620",R$754.76,"R$3,486,987.00"
20170717,Paid Search,"19,025","9,513","23,154",36.27%,3.87,0:04:16,0.82%,189,R$919.73,"R$173,828.04"
20170717,Referral,"32,772","10,232","40,082",14.27%,6.04,0:06:15,3.46%,"1,388",R$772.24,"R$1,071,868.63"
20170717,Social,478,253,561,24.78%,5.94,0:05:23,1.60%,9,R$503.56,"R$4,532.05"
20170718,(Other),"18,805","6,645","21,929",20.95%,5.71,0:04:44,0.98%,215,R$594.65,"R$127,850.00"
20170718,Direct,"158,799","63,047","191,921",18.71%,4.95,0:05:17,2.32%,"4,458",R$718.11,"R$3,201,345.82"
20170718,Display,"6,024","1,523","7,983",25.33%,3.96,0:03:01,0.58%,46,R$600.17,"R$27,607.81"
20170718,Email,2,1,5,20.00%,6.6,0:18:50,0.00%,0,R$0.00,R$0.00
20170718,Organic Search,"109,338","44,926","133,749",12.45%,6.15,0:07:28,3.33%,"4,450",R$757.09,"R$3,369,066.77"
20170718,Paid Search,"16,011","7,250","19,549",34.11%,4.18,0:04:41,0.97%,189,"R$1,086.54","R$205,355.35"
20170718,Referral,"29,444","9,011","36,306",15.04%,5.89,0:06:10,3.57%,"1,296",R$823.86,"R$1,067,724.78"
20170718,Social,477,244,559,26.12%,5.41,0:05:14,2.15%,12,"R$1,015.18","R$12,182.16"
20170719,(Other),"20,435","5,852","23,229",19.33%,5.62,0:04:31,1.05%,243,R$691.55,"R$168,045.61"
20170719,Direct,"171,660","70,589","204,246",21.51%,4.79,0:05:00,2.22%,"4,526",R$700.17,"R$3,168,952.82"
20170719,Display,"86,016","72,730","96,920",80.34%,1.58,0:00:44,0.07%,71,R$650.28,"R$46,169.71"
20170719,Organic Search,"107,988","43,971","131,391",13.01%,6.1,0:07:21,3.20%,"4,204",R$739.91,"R$3,110,570.56"
20170719,Paid Search,"16,771","7,830","20,124",35.55%,4.16,0:04:48,1.00%,201,"R$1,005.98","R$202,201.17"
20170719,Referral,"29,323","8,962","35,799",15.42%,5.97,0:06:15,3.74%,"1,340",R$826.69,"R$1,107,767.31"
20170719,Social,"7,771","7,270","8,008",84.72%,1.51,0:00:41,0.10%,8,R$599.44,"R$4,795.54"
20170720,(Other),"16,661","4,628","19,552",19.95%,4.93,0:04:18,0.83%,163,R$756.06,"R$123,238.25"
20170720,Direct,"147,424","58,787","176,527",18.72%,4.74,0:05:00,2.10%,"3,701",R$695.10,"R$2,572,555.16"
20170720,Display,"18,334","11,276","21,628",60.15%,2.44,0:01:42,0.24%,51,R$704.54,"R$35,931.31"
20170720,Email,2,0,4,25.00%,3.75,0:05:03,0.00%,0,R$0.00,R$0.00
20170720,Organic Search,"98,533","39,533","119,770",13.27%,6.02,0:07:20,3.19%,"3,818",R$746.44,"R$2,849,923.61"
20170720,Paid Search,"16,517","8,505","19,773",35.35%,3.98,0:04:24,0.74%,146,"R$1,145.49","R$167,240.82"
20170720,Referral,"26,280","7,766","32,353",15.78%,5.73,0:05:54,3.42%,"1,106",R$803.96,"R$889,176.78"
20170720,Social,"2,172","1,771","2,286",57.79%,2.93,0:01:59,0.35%,8,R$490.13,"R$3,921.07"
20170721,(Other),"11,059","2,381","12,876",16.99%,5.68,0:04:34,1.00%,129,R$621.82,"R$80,214.48"
20170721,Direct,"140,326","56,952","168,549",20.08%,4.87,0:05:00,2.06%,"3,474",R$706.40,"R$2,454,039.47"
20170721,Display,"21,656","13,932","25,610",57.61%,2.56,0:01:42,0.20%,51,R$587.55,"R$29,964.80"
20170721,Email,1,0,2,50.00%,2,0:03:27,0.00%,0,R$0.00,R$0.00
20170721,Organic Search,"92,400","36,344","111,926",12.80%,6.1,0:07:10,3.27%,"3,663",R$730.02,"R$2,674,053.38"
20170721,Paid Search,"21,469","11,355","25,988",38.22%,3.82,0:04:16,0.81%,211,"R$1,175.68","R$248,069.48"
20170721,Referral,"25,253","7,693","31,147",15.45%,5.88,0:05:53,3.24%,"1,008",R$755.31,"R$761,348.20"
20170721,Social,"7,096","6,531","7,423",80.02%,1.78,0:00:42,0.05%,4,R$745.72,"R$2,982.86"
20170722,(Other),"11,337","2,545","13,530",16.59%,5.67,0:04:44,1.36%,184,R$641.65,"R$118,063.81"
20170722,Direct,"116,578","48,647","136,923",17.06%,5.22,0:05:03,2.65%,"3,629",R$591.43,"R$2,146,285.70"
20170722,Display,"20,327","12,660","24,159",58.51%,2.63,0:01:44,0.25%,60,R$730.82,"R$43,849.19"
20170722,Organic Search,"67,508","26,162","82,058",12.48%,6.69,0:07:38,3.94%,"3,234",R$642.73,"R$2,078,600.94"
20170722,Paid Search,"19,705","10,656","24,171",39.51%,3.96,0:04:37,1.01%,245,"R$1,088.54","R$266,691.13"
20170722,Referral,"21,716","6,492","26,737",14.68%,6.28,0:06:07,3.74%,"1,001",R$678.47,"R$679,143.53"
20170722,Social,"2,421","2,055","2,551",70.01%,2.65,0:01:27,0.27%,7,R$730.81,"R$5,115.66"
20170723,(Other),"6,370","1,135","7,943",18.05%,6.08,0:05:39,2.28%,181,R$544.56,"R$98,564.49"
20170723,Direct,"127,715","53,325","149,201",19.67%,5.59,0:05:41,3.83%,"5,719",R$561.98,"R$3,213,987.32"
20170723,Display,"21,976","13,956","26,313",60.85%,2.53,0:01:41,0.36%,96,R$483.74,"R$46,439.26"
20170723,Email,1,0,1,0.00%,2,0:01:12,0.00%,0,R$0.00,R$0.00
20170723,Organic Search,"79,707","31,691","96,605",11.97%,7.01,0:08:09,5.07%,"4,902",R$597.56,"R$2,929,234.33"
20170723,Paid Search,"19,389","9,815","23,963",35.65%,4.27,0:05:10,1.49%,356,R$924.58,"R$329,149.96"
20170723,Referral,"23,166","7,013","28,360",13.74%,6.4,0:06:24,4.54%,"1,288",R$638.68,"R$822,621.61"
20170723,Social,"4,301","3,808","4,436",77.43%,2.02,0:00:54,0.16%,7,R$748.00,"R$5,235.99"
20170724,(Other),"6,279","1,256","7,780",22.03%,5.03,0:05:02,1.75%,136,R$681.64,"R$92,703.49"
20170724,Direct,"159,527","64,457","192,491",19.05%,5,0:05:20,2.43%,"4,668",R$720.93,"R$3,365,294.12"
20170724,Display,"28,971","17,722","35,845",61.63%,2.32,0:01:15,0.24%,86,R$608.17,"R$52,302.92"
20170724,Email,1,1,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170724,Organic Search,"123,616","54,432","149,236",13.45%,6.07,0:07:07,3.13%,"4,667",R$754.04,"R$3,519,083.32"
20170724,Paid Search,"29,529","15,149","35,995",37.76%,3.83,0:04:08,0.78%,279,"R$1,064.72","R$297,057.81"
20170724,Referral,"27,970","8,729","34,304",14.72%,5.84,0:06:07,3.73%,"1,279",R$813.01,"R$1,039,839.49"
20170724,Social,"4,027","3,485","4,179",76.50%,1.96,0:00:53,0.07%,3,R$774.93,"R$2,324.78"
20170725,(Other),"4,366",684,"5,378",22.11%,5.43,0:05:14,1.23%,66,R$832.27,"R$54,929.80"
20170725,Direct,"147,036","59,533","176,378",19.20%,5.05,0:05:19,2.52%,"4,445",R$712.80,"R$3,168,417.44"
20170725,Display,"21,655","9,088","27,946",43.82%,2.96,0:02:07,0.24%,66,R$696.78,"R$45,987.42"
20170725,Organic Search,"115,687","50,147","139,734",13.80%,6.06,0:07:03,3.11%,"4,346",R$794.57,"R$3,453,216.83"
20170725,Paid Search,"20,873","10,027","25,374",34.93%,4.02,0:04:10,0.77%,196,"R$1,257.96","R$246,559.65"
20170725,Referral,"26,662","8,325","32,883",15.05%,5.97,0:06:05,3.74%,"1,230",R$789.61,"R$971,217.76"
20170725,Social,"1,619","1,250","1,705",70.03%,2.51,0:01:31,0.23%,4,R$740.34,"R$2,961.34"
20170726,(Other),"15,086","3,955","16,997",12.24%,6,0:04:40,1.46%,248,R$554.44,"R$137,500.88"
20170726,Direct,"163,830","65,879","190,992",18.58%,5.08,0:05:08,2.49%,"4,763",R$698.67,"R$3,327,748.58"
20170726,Display,"19,027","8,289","24,069",48.41%,2.86,0:02:09,0.30%,72,R$716.11,"R$51,560.10"
20170726,Organic Search,"109,338","45,862","133,210",12.92%,6.26,0:07:23,3.40%,"4,532",R$736.83,"R$3,339,314.45"
20170726,Paid Search,"15,555","7,741","18,311",32.20%,4.4,0:04:54,1.00%,183,"R$1,197.73","R$219,183.97"
20170726,Referral,"25,819","8,071","31,437",15.96%,5.95,0:06:09,3.74%,"1,175",R$767.37,"R$901,660.59"
20170726,Social,"1,548","1,216","1,630",65.64%,2.42,0:01:26,0.12%,2,R$614.25,"R$1,228.50"
20170727,(Other),"17,721","5,593","20,785",17.11%,4.92,0:04:11,1.11%,230,R$573.10,"R$131,812.39"
20170727,Direct,"151,435","61,040","181,007",17.04%,4.94,0:05:03,2.43%,"4,393",R$673.33,"R$2,957,922.96"
